Sitting Day,Senate Link,Reps Link
4/06/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-06-04/toc_sgml/senate 1987-06-04.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-06-04/toc_sgml/reps 1987-06-04.sgm
3/06/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-06-03/toc_sgml/senate 1987-06-03.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-06-03/toc_sgml/reps 1987-06-03.sgm
2/06/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-06-02/toc_sgml/senate 1987-06-02.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-06-02/toc_sgml/reps 1987-06-02.sgm
1/06/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-06-01/toc_sgml/senate 1987-06-01.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-06-01/toc_sgml/reps 1987-06-01.sgm
29/05/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-05-29/toc_sgml/senate 1987-05-29.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-05-29/toc_sgml/reps 1987-05-29.sgm
28/05/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-05-28/toc_sgml/senate 1987-05-28.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-05-28/toc_sgml/reps 1987-05-28.sgm
27/05/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-05-27/toc_sgml/senate 1987-05-27.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-05-27/toc_sgml/reps 1987-05-27.sgm
26/05/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-05-26/toc_sgml/senate 1987-05-26.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-05-26/toc_sgml/reps 1987-05-26.sgm
14/05/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-05-14/toc_sgml/senate 1987-05-14.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-05-14/toc_sgml/reps 1987-05-14.sgm
13/05/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-05-13/toc_sgml/senate 1987-05-13.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-05-13/toc_sgml/reps 1987-05-13.sgm
12/05/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-05-12/toc_sgml/senate 1987-05-12.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-05-12/toc_sgml/reps 1987-05-12.sgm
11/05/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-05-11/toc_sgml/senate 1987-05-11.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-05-11/toc_sgml/reps 1987-05-11.sgm
7/05/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-05-07/toc_sgml/senate 1987-05-07.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-05-07/toc_sgml/reps 1987-05-07.sgm
6/05/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-05-06/toc_sgml/senate 1987-05-06.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-05-06/toc_sgml/reps 1987-05-06.sgm
5/05/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-05-05/toc_sgml/senate 1987-05-05.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-05-05/toc_sgml/reps 1987-05-05.sgm
4/05/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-05-04/toc_sgml/senate 1987-05-04.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-05-04/toc_sgml/reps 1987-05-04.sgm
1/05/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-05-01/toc_sgml/senate 1987-05-01.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-05-01/toc_sgml/reps 1987-05-01.sgm
30/04/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-04-30/toc_sgml/senate 1987-04-30.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-04-30/toc_sgml/reps 1987-04-30.sgm
29/04/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-04-29/toc_sgml/senate 1987-04-29.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-04-29/toc_sgml/reps 1987-04-29.sgm
28/04/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-04-28/toc_sgml/senate 1987-04-28.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-04-28/toc_sgml/reps 1987-04-28.sgm
3/04/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-04-03/toc_sgml/senate 1987-04-03.sgm,
2/04/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-04-02/toc_sgml/senate 1987-04-02.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-04-02/toc_sgml/reps 1987-04-02.sgm
1/04/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-04-01/toc_sgml/senate 1987-04-01.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-04-01/toc_sgml/reps 1987-04-01.sgm
31/03/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-03-31/toc_sgml/senate 1987-03-31.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-03-31/toc_sgml/reps 1987-03-31.sgm
30/03/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-03-30/toc_sgml/senate 1987-03-30.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-03-30/toc_sgml/reps 1987-03-30.sgm
26/03/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-03-26/toc_sgml/senate 1987-03-26.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-03-26/toc_sgml/reps 1987-03-26.sgm
25/03/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-03-25/toc_sgml/senate 1987-03-25.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-03-25/toc_sgml/reps 1987-03-25.sgm
24/03/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-03-24/toc_sgml/senate 1987-03-24.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-03-24/toc_sgml/reps 1987-03-24.sgm
23/03/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-03-23/toc_sgml/senate 1987-03-23.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-03-23/toc_sgml/reps 1987-03-23.sgm
20/03/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-03-20/toc_sgml/senate 1987-03-20.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-03-20/toc_sgml/reps 1987-03-20.sgm
19/03/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-03-19/toc_sgml/senate 1987-03-19.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-03-19/toc_sgml/reps 1987-03-19.sgm
18/03/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-03-18/toc_sgml/senate 1987-03-18.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-03-18/toc_sgml/reps 1987-03-18.sgm
17/03/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-03-17/toc_sgml/senate 1987-03-17.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-03-17/toc_sgml/reps 1987-03-17.sgm
26/02/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-02-26/toc_sgml/senate 1987-02-26.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-02-26/toc_sgml/reps 1987-02-26.sgm
25/02/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-02-25/toc_sgml/senate 1987-02-25.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-02-25/toc_sgml/reps 1987-02-25.sgm
24/02/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-02-24/toc_sgml/senate 1987-02-24.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-02-24/toc_sgml/reps 1987-02-24.sgm
23/02/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-02-23/toc_sgml/senate 1987-02-23.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-02-23/toc_sgml/reps 1987-02-23.sgm
20/02/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-02-20/toc_sgml/senate 1987-02-20.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-02-20/toc_sgml/reps 1987-02-20.sgm
19/02/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-02-19/toc_sgml/senate 1987-02-19.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-02-19/toc_sgml/reps 1987-02-19.sgm
18/02/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-02-18/toc_sgml/senate 1987-02-18.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-02-18/toc_sgml/reps 1987-02-18.sgm
17/02/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-02-17/toc_sgml/senate 1987-02-17.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-02-17/toc_sgml/reps 1987-02-17.sgm
10/12/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-12-10/toc_sgml/senate 1986-12-10.sgm,
9/12/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-12-09/toc_sgml/senate 1986-12-09.sgm,
5/12/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-12-05/toc_sgml/senate 1986-12-05.sgm,
4/12/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-12-04/toc_sgml/senate 1986-12-04.sgm,
3/12/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-12-03/toc_sgml/senate 1986-12-03.sgm,
2/12/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-12-02/toc_sgml/senate 1986-12-02.sgm,
1/12/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-12-01/toc_sgml/senate 1986-12-01.sgm,
28/11/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-11-28/toc_sgml/senate 1986-11-28.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-11-28/toc_sgml/reps 1986-11-28.sgm
27/11/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-11-27/toc_sgml/senate 1986-11-27.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-11-27/toc_sgml/reps 1986-11-27.sgm
26/11/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-11-26/toc_sgml/senate 1986-11-26.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-11-26/toc_sgml/reps 1986-11-26.sgm
25/11/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-11-25/toc_sgml/senate 1986-11-25.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-11-25/toc_sgml/reps 1986-11-25.sgm
20/11/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-11-20/toc_sgml/senate 1986-11-20.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-11-20/toc_sgml/reps 1986-11-20.sgm
19/11/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-11-19/toc_sgml/senate 1986-11-19.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-11-19/toc_sgml/reps 1986-11-19.sgm
18/11/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-11-18/toc_sgml/senate 1986-11-18.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-11-18/toc_sgml/reps 1986-11-18.sgm
17/11/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-11-17/toc_sgml/senate 1986-11-17.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-11-17/toc_sgml/reps 1986-11-17.sgm
14/11/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-11-14/toc_sgml/senate 1986-11-14.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-11-14/toc_sgml/reps 1986-11-14.sgm
13/11/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-11-13/toc_sgml/senate 1986-11-13.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-11-13/toc_sgml/reps 1986-11-13.sgm
12/11/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-11-12/toc_sgml/senate 1986-11-12.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-11-12/toc_sgml/reps 1986-11-12.sgm
11/11/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-11-11/toc_sgml/senate 1986-11-11.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-11-11/toc_sgml/reps 1986-11-11.sgm
23/10/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-10-23/toc_sgml/senate 1986-10-23.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-10-23/toc_sgml/reps 1986-10-23.sgm
22/10/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-10-22/toc_sgml/senate 1986-10-22.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-10-22/toc_sgml/reps 1986-10-22.sgm
21/10/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-10-21/toc_sgml/senate 1986-10-21.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-10-21/toc_sgml/reps 1986-10-21.sgm
20/10/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-10-20/toc_sgml/senate 1986-10-20.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-10-20/toc_sgml/reps 1986-10-20.sgm
17/10/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-10-17/toc_sgml/senate 1986-10-17.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-10-17/toc_sgml/reps 1986-10-17.sgm
16/10/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-10-16/toc_sgml/senate 1986-10-16.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-10-16/toc_sgml/reps 1986-10-16.sgm
15/10/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-10-15/toc_sgml/senate 1986-10-15.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-10-15/toc_sgml/reps 1986-10-15.sgm
14/10/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-10-14/toc_sgml/senate 1986-10-14.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-10-14/toc_sgml/reps 1986-10-14.sgm
10/10/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-10-10/toc_sgml/senate 1986-10-10.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-10-10/toc_sgml/reps 1986-10-10.sgm
9/10/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-10-09/toc_sgml/senate 1986-10-09.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-10-09/toc_sgml/reps 1986-10-09.sgm
8/10/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-10-08/toc_sgml/senate 1986-10-08.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-10-08/toc_sgml/reps 1986-10-08.sgm
7/10/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-10-07/toc_sgml/senate 1986-10-07.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-10-07/toc_sgml/reps 1986-10-07.sgm
25/09/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-09-25/toc_sgml/senate 1986-09-25.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-09-25/toc_sgml/reps 1986-09-25.sgm
24/09/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-09-24/toc_sgml/senate 1986-09-24.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-09-24/toc_sgml/reps 1986-09-24.sgm
23/09/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-09-23/toc_sgml/senate 1986-09-23.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-09-23/toc_sgml/reps 1986-09-23.sgm
22/09/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-09-22/toc_sgml/senate 1986-09-22.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-09-22/toc_sgml/reps 1986-09-22.sgm
19/09/1986,,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-09-19/toc_sgml/reps 1986-09-19.sgm
18/09/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-09-18/toc_sgml/senate 1986-09-18.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-09-18/toc_sgml/reps 1986-09-18.sgm
17/09/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-09-17/toc_sgml/senate 1986-09-17.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-09-17/toc_sgml/reps 1986-09-17.sgm
16/09/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-09-16/toc_sgml/senate 1986-09-16.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-09-16/toc_sgml/reps 1986-09-16.sgm
22/08/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-08-22/toc_sgml/senate 1986-08-22.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-08-22/toc_sgml/reps 1986-08-22.sgm
21/08/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-08-21/toc_sgml/senate 1986-08-21.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-08-21/toc_sgml/reps 1986-08-21.sgm
20/08/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-08-20/toc_sgml/senate 1986-08-20.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-08-20/toc_sgml/reps 1986-08-20.sgm
19/08/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-08-19/toc_sgml/senate 1986-08-19.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-08-19/toc_sgml/reps 1986-08-19.sgm
13/06/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-06-13/toc_sgml/senate 1986-06-13.sgm,
12/06/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-06-12/toc_sgml/senate 1986-06-12.sgm,
11/06/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-06-11/toc_sgml/senate 1986-06-11.sgm,
10/06/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-06-10/toc_sgml/senate 1986-06-10.sgm,
6/06/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-06-06/toc_sgml/senate 1986-06-06.sgm,
5/06/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-06-05/toc_sgml/senate 1986-06-05.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-06-05/toc_sgml/reps 1986-06-05.sgm
4/06/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-06-04/toc_sgml/senate 1986-06-04.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-06-04/toc_sgml/reps 1986-06-04.sgm
3/06/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-06-03/toc_sgml/senate 1986-06-03.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-06-03/toc_sgml/reps 1986-06-03.sgm
2/06/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-06-02/toc_sgml/senate 1986-06-02.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-06-02/toc_sgml/reps 1986-06-02.sgm
30/05/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-05-30/toc_sgml/senate 1986-05-30.sgm,
29/05/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-05-29/toc_sgml/senate 1986-05-29.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-05-29/toc_sgml/reps 1986-05-29.sgm
28/05/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-05-28/toc_sgml/senate 1986-05-28.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-05-28/toc_sgml/reps 1986-05-28.sgm
27/05/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-05-27/toc_sgml/senate 1986-05-27.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-05-27/toc_sgml/reps 1986-05-27.sgm
26/05/1986,,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-05-26/toc_sgml/reps 1986-05-26.sgm
23/05/1986,,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-05-23/toc_sgml/reps 1986-05-23.sgm
22/05/1986,,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-05-22/toc_sgml/reps 1986-05-22.sgm
21/05/1986,,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-05-21/toc_sgml/reps 1986-05-21.sgm
20/05/1986,,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-05-20/toc_sgml/reps 1986-05-20.sgm
8/05/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-05-08/toc_sgml/senate 1986-05-08.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-05-08/toc_sgml/reps 1986-05-08.sgm
7/05/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-05-07/toc_sgml/senate 1986-05-07.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-05-07/toc_sgml/reps 1986-05-07.sgm
6/05/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-05-06/toc_sgml/senate 1986-05-06.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-05-06/toc_sgml/reps 1986-05-06.sgm
5/05/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-05-05/toc_sgml/senate 1986-05-05.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-05-05/toc_sgml/reps 1986-05-05.sgm
2/05/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-05-02/toc_sgml/senate 1986-05-02.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-05-02/toc_sgml/reps 1986-05-02.sgm
1/05/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-05-01/toc_sgml/senate 1986-05-01.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-05-01/toc_sgml/reps 1986-05-01.sgm
30/04/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-04-30/toc_sgml/senate 1986-04-30.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-04-30/toc_sgml/reps 1986-04-30.sgm
29/04/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-04-29/toc_sgml/senate 1986-04-29.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-04-29/toc_sgml/reps 1986-04-29.sgm
17/04/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-04-17/toc_sgml/senate 1986-04-17.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-04-17/toc_sgml/reps 1986-04-17.sgm
16/04/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-04-16/toc_sgml/senate 1986-04-16.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-04-16/toc_sgml/reps 1986-04-16.sgm
15/04/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-04-15/toc_sgml/senate 1986-04-15.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-04-15/toc_sgml/reps 1986-04-15.sgm
14/04/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-04-14/toc_sgml/senate 1986-04-14.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-04-14/toc_sgml/reps 1986-04-14.sgm
11/04/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-04-11/toc_sgml/senate 1986-04-11.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-04-11/toc_sgml/reps 1986-04-11.sgm
10/04/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-04-10/toc_sgml/senate 1986-04-10.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-04-10/toc_sgml/reps 1986-04-10.sgm
9/04/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-04-09/toc_sgml/senate 1986-04-09.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-04-09/toc_sgml/reps 1986-04-09.sgm
8/04/1986,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1986-04-08/toc_sgml/senate 1986-04-08.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1986-04-08/toc_sgml/reps 1986-04-08.sgm
