Sitting Day,Senate Link,Reps Link
12/12/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-12-12/toc_sgml/senate 1988-12-12.sgm,
8/12/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-12-08/toc_sgml/senate 1988-12-08.sgm,
7/12/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-12-07/toc_sgml/senate 1988-12-07.sgm,
6/12/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-12-06/toc_sgml/senate 1988-12-06.sgm,
5/12/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-12-05/toc_sgml/senate 1988-12-05.sgm,
1/12/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-12-01/toc_sgml/senate 1988-12-01.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-12-01/toc_sgml/reps 1988-12-01.sgm
30/11/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-11-30/toc_sgml/senate 1988-11-30.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-11-30/toc_sgml/reps 1988-11-30.sgm
29/11/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-11-29/toc_sgml/senate 1988-11-29.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-11-29/toc_sgml/reps 1988-11-29.sgm
28/11/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-11-28/toc_sgml/senate 1988-11-28.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-11-28/toc_sgml/reps 1988-11-28.sgm
25/11/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-11-25/toc_sgml/senate 1988-11-25.sgm,
24/11/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-11-24/toc_sgml/senate 1988-11-24.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-11-24/toc_sgml/reps 1988-11-24.sgm
23/11/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-11-23/toc_sgml/senate 1988-11-23.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-11-23/toc_sgml/reps 1988-11-23.sgm
22/11/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-11-22/toc_sgml/senate 1988-11-22.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-11-22/toc_sgml/reps 1988-11-22.sgm
10/11/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-11-10/toc_sgml/senate 1988-11-10.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-11-10/toc_sgml/reps 1988-11-10.sgm
9/11/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-11-09/toc_sgml/senate 1988-11-09.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-11-09/toc_sgml/reps 1988-11-09.sgm
8/11/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-11-08/toc_sgml/senate 1988-11-08.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-11-08/toc_sgml/reps 1988-11-08.sgm
7/11/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-11-07/toc_sgml/senate 1988-11-07.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-11-07/toc_sgml/reps 1988-11-07.sgm
4/11/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-11-04/toc_sgml/senate 1988-11-04.sgm,
3/11/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-11-03/toc_sgml/senate 1988-11-03.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-11-03/toc_sgml/reps 1988-11-03.sgm
2/11/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-11-02/toc_sgml/senate 1988-11-02.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-11-02/toc_sgml/reps 1988-11-02.sgm
1/11/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-11-01/toc_sgml/senate 1988-11-01.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-11-01/toc_sgml/reps 1988-11-01.sgm
20/10/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-10-20/toc_sgml/senate 1988-10-20.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-10-20/toc_sgml/reps 1988-10-20.sgm
19/10/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-10-19/toc_sgml/senate 1988-10-19.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-10-19/toc_sgml/reps 1988-10-19.sgm
18/10/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-10-18/toc_sgml/senate 1988-10-18.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-10-18/toc_sgml/reps 1988-10-18.sgm
17/10/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-10-17/toc_sgml/senate 1988-10-17.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-10-17/toc_sgml/reps 1988-10-17.sgm
14/10/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-10-14/toc_sgml/senate 1988-10-14.sgm,
13/10/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-10-13/toc_sgml/senate 1988-10-13.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-10-13/toc_sgml/reps 1988-10-13.sgm
12/10/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-10-12/toc_sgml/senate 1988-10-12.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-10-12/toc_sgml/reps 1988-10-12.sgm
11/10/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-10-11/toc_sgml/senate 1988-10-11.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-10-11/toc_sgml/reps 1988-10-11.sgm
30/09/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-09-30/toc_sgml/senate 1988-09-30.sgm,
29/09/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-09-29/toc_sgml/senate 1988-09-29.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-09-29/toc_sgml/reps 1988-09-29.sgm
28/09/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-09-28/toc_sgml/senate 1988-09-28.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-09-28/toc_sgml/reps 1988-09-28.sgm
27/09/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-09-27/toc_sgml/senate 1988-09-27.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-09-27/toc_sgml/reps 1988-09-27.sgm
1/09/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-09-01/toc_sgml/senate 1988-09-01.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-09-01/toc_sgml/reps 1988-09-01.sgm
31/08/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-08-31/toc_sgml/senate 1988-08-31.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-08-31/toc_sgml/reps 1988-08-31.sgm
30/08/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-08-30/toc_sgml/senate 1988-08-30.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-08-30/toc_sgml/reps 1988-08-30.sgm
29/08/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-08-29/toc_sgml/senate 1988-08-29.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-08-29/toc_sgml/reps 1988-08-29.sgm
25/08/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-08-25/toc_sgml/senate 1988-08-25.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-08-25/toc_sgml/reps 1988-08-25.sgm
24/08/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-08-24/toc_sgml/senate 1988-08-24.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-08-24/toc_sgml/reps 1988-08-24.sgm
23/08/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-08-23/toc_sgml/senate 1988-08-23.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-08-23/toc_sgml/reps 1988-08-23.sgm
22/08/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-08-22/toc_sgml/senate 1988-08-22.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-08-22/toc_sgml/reps 1988-08-22.sgm
3/06/1988,,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-06-03/toc_sgml/reps 1988-06-03.sgm
2/06/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-06-02/toc_sgml/senate 1988-06-02.sgm,
1/06/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-06-01/toc_sgml/senate 1988-06-01.sgm,
31/05/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-05-31/toc_sgml/senate 1988-05-31.sgm,
30/05/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-05-30/toc_sgml/senate 1988-05-30.sgm,
26/05/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-05-26/toc_sgml/senate 1988-05-26.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-05-26/toc_sgml/reps 1988-05-26.sgm
25/05/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-05-25/toc_sgml/senate 1988-05-25.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-05-25/toc_sgml/reps 1988-05-25.sgm
24/05/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-05-24/toc_sgml/senate 1988-05-24.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-05-24/toc_sgml/reps 1988-05-24.sgm
23/05/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-05-23/toc_sgml/senate 1988-05-23.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-05-23/toc_sgml/reps 1988-05-23.sgm
20/05/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-05-20/toc_sgml/senate 1988-05-20.sgm,
19/05/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-05-19/toc_sgml/senate 1988-05-19.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-05-19/toc_sgml/reps 1988-05-19.sgm
18/05/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-05-18/toc_sgml/senate 1988-05-18.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-05-18/toc_sgml/reps 1988-05-18.sgm
17/05/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-05-17/toc_sgml/senate 1988-05-17.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-05-17/toc_sgml/reps 1988-05-17.sgm
10/05/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-05-10/toc_sgml/senate 1988-05-10.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-05-10/toc_sgml/reps 1988-05-10.sgm
29/04/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-04-29/toc_sgml/senate 1988-04-29.sgm,
28/04/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-04-28/toc_sgml/senate 1988-04-28.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-04-28/toc_sgml/reps 1988-04-28.sgm
27/04/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-04-27/toc_sgml/senate 1988-04-27.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-04-27/toc_sgml/reps 1988-04-27.sgm
26/04/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-04-26/toc_sgml/senate 1988-04-26.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-04-26/toc_sgml/reps 1988-04-26.sgm
21/04/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-04-21/toc_sgml/senate 1988-04-21.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-04-21/toc_sgml/reps 1988-04-21.sgm
20/04/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-04-20/toc_sgml/senate 1988-04-20.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-04-20/toc_sgml/reps 1988-04-20.sgm
19/04/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-04-19/toc_sgml/senate 1988-04-19.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-04-19/toc_sgml/reps 1988-04-19.sgm
18/04/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-04-18/toc_sgml/senate 1988-04-18.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-04-18/toc_sgml/reps 1988-04-18.sgm
15/04/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-04-15/toc_sgml/senate 1988-04-15.sgm,
14/04/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-04-14/toc_sgml/senate 1988-04-14.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-04-14/toc_sgml/reps 1988-04-14.sgm
13/04/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-04-13/toc_sgml/senate 1988-04-13.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-04-13/toc_sgml/reps 1988-04-13.sgm
12/04/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-04-12/toc_sgml/senate 1988-04-12.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-04-12/toc_sgml/reps 1988-04-12.sgm
25/03/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-03-25/toc_sgml/senate 1988-03-25.sgm,
24/03/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-03-24/toc_sgml/senate 1988-03-24.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-03-24/toc_sgml/reps 1988-03-24.sgm
23/03/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-03-23/toc_sgml/senate 1988-03-23.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-03-23/toc_sgml/reps 1988-03-23.sgm
22/03/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-03-22/toc_sgml/senate 1988-03-22.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-03-22/toc_sgml/reps 1988-03-22.sgm
18/03/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-03-18/toc_sgml/senate 1988-03-18.sgm,
17/03/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-03-17/toc_sgml/senate 1988-03-17.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-03-17/toc_sgml/reps 1988-03-17.sgm
16/03/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-03-16/toc_sgml/senate 1988-03-16.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-03-16/toc_sgml/reps 1988-03-16.sgm
15/03/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-03-15/toc_sgml/senate 1988-03-15.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-03-15/toc_sgml/reps 1988-03-15.sgm
25/02/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-02-25/toc_sgml/senate 1988-02-25.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-02-25/toc_sgml/reps 1988-02-25.sgm
24/02/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-02-24/toc_sgml/senate 1988-02-24.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-02-24/toc_sgml/reps 1988-02-24.sgm
23/02/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-02-23/toc_sgml/senate 1988-02-23.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-02-23/toc_sgml/reps 1988-02-23.sgm
22/02/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-02-22/toc_sgml/senate 1988-02-22.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-02-22/toc_sgml/reps 1988-02-22.sgm
19/02/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-02-19/toc_sgml/senate 1988-02-19.sgm,
18/02/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-02-18/toc_sgml/senate 1988-02-18.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-02-18/toc_sgml/reps 1988-02-18.sgm
17/02/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-02-17/toc_sgml/senate 1988-02-17.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-02-17/toc_sgml/reps 1988-02-17.sgm
16/02/1988,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1988-02-16/toc_sgml/senate 1988-02-16.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1988-02-16/toc_sgml/reps 1988-02-16.sgm
18/12/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-12-18/toc_sgml/senate 1987-12-18.sgm,
17/12/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-12-17/toc_sgml/senate 1987-12-17.sgm,
16/12/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-12-16/toc_sgml/senate 1987-12-16.sgm,
15/12/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-12-15/toc_sgml/senate 1987-12-15.sgm,
14/12/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-12-14/toc_sgml/senate 1987-12-14.sgm,
10/12/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-12-10/toc_sgml/senate 1987-12-10.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-12-10/toc_sgml/reps 1987-12-10.sgm
9/12/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-12-09/toc_sgml/senate 1987-12-09.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-12-09/toc_sgml/reps 1987-12-09.sgm
8/12/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-12-08/toc_sgml/senate 1987-12-08.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-12-08/toc_sgml/reps 1987-12-08.sgm
7/12/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-12-07/toc_sgml/senate 1987-12-07.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-12-07/toc_sgml/reps 1987-12-07.sgm
26/11/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-11-26/toc_sgml/senate 1987-11-26.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-11-26/toc_sgml/reps 1987-11-26.sgm
25/11/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-11-25/toc_sgml/senate 1987-11-25.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-11-25/toc_sgml/reps 1987-11-25.sgm
24/11/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-11-24/toc_sgml/senate 1987-11-24.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-11-24/toc_sgml/reps 1987-11-24.sgm
23/11/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-11-23/toc_sgml/senate 1987-11-23.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-11-23/toc_sgml/reps 1987-11-23.sgm
20/11/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-11-20/toc_sgml/senate 1987-11-20.sgm,
19/11/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-11-19/toc_sgml/senate 1987-11-19.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-11-19/toc_sgml/reps 1987-11-19.sgm
18/11/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-11-18/toc_sgml/senate 1987-11-18.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-11-18/toc_sgml/reps 1987-11-18.sgm
17/11/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-11-17/toc_sgml/senate 1987-11-17.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-11-17/toc_sgml/reps 1987-11-17.sgm
5/11/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-11-05/toc_sgml/senate 1987-11-05.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-11-05/toc_sgml/reps 1987-11-05.sgm
4/11/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-11-04/toc_sgml/senate 1987-11-04.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-11-04/toc_sgml/reps 1987-11-04.sgm
3/11/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-11-03/toc_sgml/senate 1987-11-03.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-11-03/toc_sgml/reps 1987-11-03.sgm
2/11/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-11-02/toc_sgml/senate 1987-11-02.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-11-02/toc_sgml/reps 1987-11-02.sgm
29/10/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-10-29/toc_sgml/senate 1987-10-29.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-10-29/toc_sgml/reps 1987-10-29.sgm
28/10/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-10-28/toc_sgml/senate 1987-10-28.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-10-28/toc_sgml/reps 1987-10-28.sgm
27/10/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-10-27/toc_sgml/senate 1987-10-27.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-10-27/toc_sgml/reps 1987-10-27.sgm
26/10/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-10-26/toc_sgml/senate 1987-10-26.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-10-26/toc_sgml/reps 1987-10-26.sgm
23/10/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-10-23/toc_sgml/senate 1987-10-23.sgm,
22/10/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-10-22/toc_sgml/senate 1987-10-22.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-10-22/toc_sgml/reps 1987-10-22.sgm
21/10/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-10-21/toc_sgml/senate 1987-10-21.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-10-21/toc_sgml/reps 1987-10-21.sgm
20/10/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-10-20/toc_sgml/senate 1987-10-20.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-10-20/toc_sgml/reps 1987-10-20.sgm
9/10/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-10-09/toc_sgml/senate 1987-10-09.sgm,
8/10/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-10-08/toc_sgml/senate 1987-10-08.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-10-08/toc_sgml/reps 1987-10-08.sgm
7/10/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-10-07/toc_sgml/senate 1987-10-07.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-10-07/toc_sgml/reps 1987-10-07.sgm
6/10/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-10-06/toc_sgml/senate 1987-10-06.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-10-06/toc_sgml/reps 1987-10-06.sgm
24/09/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-09-24/toc_sgml/senate 1987-09-24.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-09-24/toc_sgml/reps 1987-09-24.sgm
23/09/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-09-23/toc_sgml/senate 1987-09-23.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-09-23/toc_sgml/reps 1987-09-23.sgm
22/09/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-09-22/toc_sgml/senate 1987-09-22.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-09-22/toc_sgml/reps 1987-09-22.sgm
21/09/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-09-21/toc_sgml/senate 1987-09-21.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-09-21/toc_sgml/reps 1987-09-21.sgm
18/09/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-09-18/toc_sgml/senate 1987-09-18.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-09-18/toc_sgml/reps 1987-09-18.sgm
17/09/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-09-17/toc_sgml/senate 1987-09-17.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-09-17/toc_sgml/reps 1987-09-17.sgm
16/09/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-09-16/toc_sgml/senate 1987-09-16.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-09-16/toc_sgml/reps 1987-09-16.sgm
15/09/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-09-15/toc_sgml/senate 1987-09-15.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-09-15/toc_sgml/reps 1987-09-15.sgm
14/09/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-09-14/toc_sgml/senate 1987-09-14.sgm,parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/1987-09-14/toc_sgml/reps 1987-09-14.sgm
5/06/1987,parlinfo.aph.gov.au/parlInfo/download/chamber/hansards/1987-06-05/toc_sgml/senate 1987-06-05.sgm,
